age,sex,inc,mort,ylds (years lived with disability)_rate_lvrc,prev,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease
21,male,5.906740477379569e-6,9.052433011737349e-7,1.2442394611214387e-6,0.20973255769110707,7845,Lvrc,0,50,20,10,0,5,male_Lvrc
22,male,5.906740477379569e-6,9.052433011737349e-7,1.2442394611214387e-6,0.20973255769110707,7845,Lvrc,0,50,20,10,0,5,male_Lvrc
23,male,5.906740477379569e-6,9.052433011737349e-7,1.2442394611214387e-6,0.20973255769110707,7845,Lvrc,0,50,20,10,0,5,male_Lvrc
24,male,5.906740477379569e-6,9.052433011737349e-7,1.2442394611214387e-6,0.20973255769110707,7845,Lvrc,0,50,20,10,0,5,male_Lvrc
25,male,4.981613564932615e-6,1.5680935133696004e-6,1.3619832492149593e-6,0.19318778972318393,9023,Lvrc,0,50,25,10,0,5,male_Lvrc
26,male,4.981613564932615e-6,1.5680935133696004e-6,1.3619832492149593e-6,0.19318778972318393,9023,Lvrc,0,50,25,10,0,5,male_Lvrc
27,male,4.981613564932615e-6,1.5680935133696004e-6,1.3619832492149593e-6,0.19318778972318393,9023,Lvrc,0,50,25,10,0,5,male_Lvrc
28,male,4.981613564932615e-6,1.5680935133696004e-6,1.3619832492149593e-6,0.19318778972318393,9023,Lvrc,0,50,25,10,0,5,male_Lvrc
29,male,4.981613564932615e-6,1.5680935133696004e-6,1.3619832492149593e-6,0.19318778972318393,9023,Lvrc,0,50,25,10,0,5,male_Lvrc
30,male,1.055940733705107e-5,2.9557518867470855e-6,3.009014993149479e-6,0.20829534156936536,8448,Lvrc,0,50,30,10,0,5,male_Lvrc
31,male,1.055940733705107e-5,2.9557518867470855e-6,3.009014993149479e-6,0.20829534156936536,8448,Lvrc,0,50,30,10,0,5,male_Lvrc
32,male,1.055940733705107e-5,2.9557518867470855e-6,3.009014993149479e-6,0.20829534156936536,8448,Lvrc,0,50,30,10,0,5,male_Lvrc
33,male,1.055940733705107e-5,2.9557518867470855e-6,3.009014993149479e-6,0.20829534156936536,8448,Lvrc,0,50,30,10,0,5,male_Lvrc
34,male,1.055940733705107e-5,2.9557518867470855e-6,3.009014993149479e-6,0.20829534156936536,8448,Lvrc,0,50,30,10,0,5,male_Lvrc
35,male,9.813097469673174e-6,3.9385292555407945e-6,2.982144163022074e-6,0.21013730631601416,7997,Lvrc,0,50,35,11,0,5,male_Lvrc
36,male,9.813097469673174e-6,3.9385292555407945e-6,2.982144163022074e-6,0.21013730631601416,7997,Lvrc,0,50,35,11,0,5,male_Lvrc
37,male,9.813097469673174e-6,3.9385292555407945e-6,2.982144163022074e-6,0.21013730631601416,7997,Lvrc,0,50,35,11,0,5,male_Lvrc
38,male,9.813097469673174e-6,3.9385292555407945e-6,2.982144163022074e-6,0.21013730631601416,7997,Lvrc,0,50,35,11,0,5,male_Lvrc
39,male,9.813097469673174e-6,3.9385292555407945e-6,2.982144163022074e-6,0.21013730631601416,7997,Lvrc,0,50,35,11,0,5,male_Lvrc
40,male,2.387646559684835e-5,1.0555096931936823e-5,7.193087369920606e-6,0.2351790824688025,7179,Lvrc,0,50,40,12,0,5,male_Lvrc
41,male,2.387646559684835e-5,1.0555096931936823e-5,7.193087369920606e-6,0.2351790824688025,7179,Lvrc,0,50,40,12,0,5,male_Lvrc
42,male,2.387646559684835e-5,1.0555096931936823e-5,7.193087369920606e-6,0.2351790824688025,7179,Lvrc,0,50,40,12,0,5,male_Lvrc
43,male,2.387646559684835e-5,1.0555096931936823e-5,7.193087369920606e-6,0.2351790824688025,7179,Lvrc,0,50,40,12,0,5,male_Lvrc
44,male,2.387646559684835e-5,1.0555096931936823e-5,7.193087369920606e-6,0.2351790824688025,7179,Lvrc,0,50,40,12,0,5,male_Lvrc
45,male,4.2351403905700744e-5,2.2057979738830282e-5,1.2795057108728123e-5,0.2580227231869556,7628,Lvrc,0,50,45,13,0,5,male_Lvrc
46,male,4.2351403905700744e-5,2.2057979738830282e-5,1.2795057108728123e-5,0.2580227231869556,7628,Lvrc,0,50,45,13,0,5,male_Lvrc
47,male,4.2351403905700744e-5,2.2057979738830282e-5,1.2795057108728123e-5,0.2580227231869556,7628,Lvrc,0,50,45,13,0,5,male_Lvrc
48,male,4.2351403905700744e-5,2.2057979738830282e-5,1.2795057108728123e-5,0.2580227231869556,7628,Lvrc,0,50,45,13,0,5,male_Lvrc
49,male,4.2351403905700744e-5,2.2057979738830282e-5,1.2795057108728123e-5,0.2580227231869556,7628,Lvrc,0,50,45,13,0,5,male_Lvrc
50,male,7.760250434679315e-5,4.373774699363713e-5,2.297986748206555e-5,0.2779151242360944,7605,Lvrc,0,50,50,14,0,5,male_Lvrc
51,male,7.760250434679315e-5,4.373774699363713e-5,2.297986748206555e-5,0.2779151242360944,7605,Lvrc,0,50,50,14,0,5,male_Lvrc
52,male,7.760250434679315e-5,4.373774699363713e-5,2.297986748206555e-5,0.2779151242360944,7605,Lvrc,0,50,50,14,0,5,male_Lvrc
53,male,7.760250434679315e-5,4.373774699363713e-5,2.297986748206555e-5,0.2779151242360944,7605,Lvrc,0,50,50,14,0,5,male_Lvrc
54,male,7.760250434679315e-5,4.373774699363713e-5,2.297986748206555e-5,0.2779151242360944,7605,Lvrc,0,50,50,14,0,5,male_Lvrc
55,male,1.2452602102452784e-4,7.936068254661611e-5,3.5561445251662675e-5,0.27347173385161994,6479,Lvrc,0,50,55,14,1,5,male_Lvrc
56,male,1.2452602102452784e-4,7.936068254661611e-5,3.5561445251662675e-5,0.27347173385161994,6479,Lvrc,0,50,55,14,1,5,male_Lvrc
57,male,1.2452602102452784e-4,7.936068254661611e-5,3.5561445251662675e-5,0.27347173385161994,6479,Lvrc,0,50,55,14,1,5,male_Lvrc
58,male,1.2452602102452784e-4,7.936068254661611e-5,3.5561445251662675e-5,0.27347173385161994,6479,Lvrc,0,50,55,14,1,5,male_Lvrc
59,male,1.2452602102452784e-4,7.936068254661611e-5,3.5561445251662675e-5,0.27347173385161994,6479,Lvrc,0,50,55,14,1,5,male_Lvrc
60,male,1.95327123662997e-4,1.4334794733830022e-4,5.2116396979059495e-5,1.4181675894735444e-4,5560,Lvrc,0,50,60,0,1,5,male_Lvrc
61,male,1.95327123662997e-4,1.4334794733830022e-4,5.2116396979059495e-5,1.4181675894735444e-4,5560,Lvrc,0,50,60,0,1,5,male_Lvrc
62,male,1.95327123662997e-4,1.4334794733830022e-4,5.2116396979059495e-5,1.4181675894735444e-4,5560,Lvrc,0,50,60,0,1,5,male_Lvrc
63,male,1.95327123662997e-4,1.4334794733830022e-4,5.2116396979059495e-5,1.4181675894735444e-4,5560,Lvrc,0,50,60,0,1,5,male_Lvrc
64,male,1.95327123662997e-4,1.4334794733830022e-4,5.2116396979059495e-5,1.4181675894735444e-4,5560,Lvrc,0,50,60,0,1,5,male_Lvrc
65,male,2.861119652435407e-4,2.0834224514784634e-4,7.765446514479833e-5,3.4122899216073465e-4,5418,Lvrc,0,50,65,0,1,5,male_Lvrc
66,male,2.861119652435407e-4,2.0834224514784634e-4,7.765446514479833e-5,3.4122899216073465e-4,5418,Lvrc,0,50,65,0,1,5,male_Lvrc
67,male,2.861119652435407e-4,2.0834224514784634e-4,7.765446514479833e-5,3.4122899216073465e-4,5418,Lvrc,0,50,65,0,1,5,male_Lvrc
68,male,2.861119652435407e-4,2.0834224514784634e-4,7.765446514479833e-5,3.4122899216073465e-4,5418,Lvrc,0,50,65,0,1,5,male_Lvrc
69,male,2.861119652435407e-4,2.0834224514784634e-4,7.765446514479833e-5,3.4122899216073465e-4,5418,Lvrc,0,50,65,0,1,5,male_Lvrc
70,male,3.783506017800377e-4,2.897842203254968e-4,9.995968749356361e-5,4.1652692570757935e-4,4800,Lvrc,0,50,70,0,1,5,male_Lvrc
71,male,3.783506017800377e-4,2.897842203254968e-4,9.995968749356361e-5,4.1652692570757935e-4,4800,Lvrc,0,50,70,0,1,5,male_Lvrc
72,male,3.783506017800377e-4,2.897842203254968e-4,9.995968749356361e-5,4.1652692570757935e-4,4800,Lvrc,0,50,70,0,1,5,male_Lvrc
73,male,3.783506017800377e-4,2.897842203254968e-4,9.995968749356361e-5,4.1652692570757935e-4,4800,Lvrc,0,50,70,0,1,5,male_Lvrc
74,male,3.783506017800377e-4,2.897842203254968e-4,9.995968749356361e-5,4.1652692570757935e-4,4800,Lvrc,0,50,70,0,1,5,male_Lvrc
75,male,4.918871175271671e-4,4.06131414298198e-4,1.2355857794021718e-4,4.3027730786934234e-4,3332,Lvrc,0,50,75,0,1,5,male_Lvrc
76,male,4.918871175271671e-4,4.06131414298198e-4,1.2355857794021718e-4,4.3027730786934234e-4,3332,Lvrc,0,50,75,0,1,5,male_Lvrc
77,male,4.918871175271671e-4,4.06131414298198e-4,1.2355857794021718e-4,4.3027730786934234e-4,3332,Lvrc,0,50,75,0,1,5,male_Lvrc
78,male,4.918871175271671e-4,4.06131414298198e-4,1.2355857794021718e-4,4.3027730786934234e-4,3332,Lvrc,0,50,75,0,1,5,male_Lvrc
79,male,4.918871175271671e-4,4.06131414298198e-4,1.2355857794021718e-4,4.3027730786934234e-4,3332,Lvrc,0,50,75,0,1,5,male_Lvrc
80,male,6.542954221227938e-4,5.376403652406769e-4,1.6773878008286304e-4,6.212819487899094e-4,2291,Lvrc,0,20,80,0,1,5,male_Lvrc
81,male,6.542954221227938e-4,5.376403652406769e-4,1.6773878008286304e-4,6.212819487899094e-4,2291,Lvrc,0,20,80,0,1,5,male_Lvrc
82,male,6.542954221227938e-4,5.376403652406769e-4,1.6773878008286304e-4,6.212819487899094e-4,2291,Lvrc,0,20,80,0,1,5,male_Lvrc
83,male,6.542954221227938e-4,5.376403652406769e-4,1.6773878008286304e-4,6.212819487899094e-4,2291,Lvrc,0,20,80,0,1,5,male_Lvrc
84,male,6.542954221227938e-4,5.376403652406769e-4,1.6773878008286304e-4,6.212819487899094e-4,2291,Lvrc,0,20,80,0,1,5,male_Lvrc
85,male,9.136147988817887e-4,7.493776132529568e-4,2.2776417372665175e-4,7.493693221774637e-4,1276,Lvrc,0,20,85,0,1,5,male_Lvrc
86,male,9.136147988817887e-4,7.493776132529568e-4,2.2776417372665175e-4,7.493693221774637e-4,1276,Lvrc,0,20,85,0,1,5,male_Lvrc
87,male,9.136147988817887e-4,7.493776132529568e-4,2.2776417372665175e-4,7.493693221774637e-4,1276,Lvrc,0,20,85,0,1,5,male_Lvrc
88,male,9.136147988817887e-4,7.493776132529568e-4,2.2776417372665175e-4,7.493693221774637e-4,1276,Lvrc,0,20,85,0,1,5,male_Lvrc
89,male,9.136147988817887e-4,7.493776132529568e-4,2.2776417372665175e-4,7.493693221774637e-4,1276,Lvrc,0,20,85,0,1,5,male_Lvrc
90,male,8.932484722833807e-4,7.324024878519905e-4,2.1495603528730195e-4,5.498855955785661e-4,506,Lvrc,0,10,90,0,0,5,male_Lvrc
91,male,8.932484722833807e-4,7.324024878519905e-4,2.1495603528730195e-4,5.498855955785661e-4,506,Lvrc,0,10,90,0,0,5,male_Lvrc
92,male,8.932484722833807e-4,7.324024878519905e-4,2.1495603528730195e-4,5.498855955785661e-4,506,Lvrc,0,10,90,0,0,5,male_Lvrc
93,male,8.932484722833807e-4,7.324024878519905e-4,2.1495603528730195e-4,5.498855955785661e-4,506,Lvrc,0,10,90,0,0,5,male_Lvrc
94,male,8.932484722833807e-4,7.324024878519905e-4,2.1495603528730195e-4,5.498855955785661e-4,506,Lvrc,0,10,90,0,0,5,male_Lvrc
95,male,9.258230806950752e-4,7.592346253521776e-4,1.8622075341098813e-4,0.09439790727721263,91,Lvrc,0,10,95,1,0,6,male_Lvrc
96,male,9.258230806950752e-4,7.592346253521776e-4,1.8622075341098813e-4,0.09439790727721263,91,Lvrc,0,10,95,1,0,6,male_Lvrc
97,male,9.258230806950752e-4,7.592346253521776e-4,1.8622075341098813e-4,0.09439790727721263,91,Lvrc,0,10,95,1,0,6,male_Lvrc
98,male,9.258230806950752e-4,7.592346253521776e-4,1.8622075341098813e-4,0.09439790727721263,91,Lvrc,0,10,95,1,0,6,male_Lvrc
99,male,9.258230806950752e-4,7.592346253521776e-4,1.8622075341098813e-4,0.09439790727721263,91,Lvrc,0,10,95,1,0,6,male_Lvrc
100,male,9.258230806950752e-4,7.592346253521776e-4,1.8622075341098813e-4,0.09439790727721263,91,Lvrc,0,10,95,1,0,6,male_Lvrc
