age,sex,inc,mort,ylds (years lived with disability)_rate_crdd,prev,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease
58,female,0.014698417474164584,5.06547132958962e-4,0.0054914142146468975,0.10657043325534092,6580,Crdd,0,50,55,5,3,5,female_Crdd
59,female,0.014698417474164584,5.06547132958962e-4,0.0054914142146468975,0.10657043325534092,6580,Crdd,0,50,55,5,3,5,female_Crdd
60,female,0.02375872332260437,9.62465720729207e-4,0.00809052516776804,0.1541241493068001,5725,Crdd,0,50,60,8,6,5,female_Crdd
61,female,0.02375872332260437,9.62465720729207e-4,0.00809052516776804,0.1541241493068001,5725,Crdd,0,50,60,8,6,5,female_Crdd
62,female,0.02375872332260437,9.62465720729207e-4,0.00809052516776804,0.1541241493068001,5725,Crdd,0,50,60,8,6,5,female_Crdd
63,female,0.02375872332260437,9.62465720729207e-4,0.00809052516776804,0.1541241493068001,5725,Crdd,0,50,60,8,6,5,female_Crdd
64,female,0.02375872332260437,9.62465720729207e-4,0.00809052516776804,0.1541241493068001,5725,Crdd,0,50,60,8,6,5,female_Crdd
65,female,0.039922765286096305,0.001722483300010674,0.01155332759087629,0.22268805136806172,5670,Crdd,0,50,65,11,10,5,female_Crdd
66,female,0.039922765286096305,0.001722483300010674,0.01155332759087629,0.22268805136806172,5670,Crdd,0,50,65,11,10,5,female_Crdd
67,female,0.039922765286096305,0.001722483300010674,0.01155332759087629,0.22268805136806172,5670,Crdd,0,50,65,11,10,5,female_Crdd
68,female,0.039922765286096305,0.001722483300010674,0.01155332759087629,0.22268805136806172,5670,Crdd,0,50,65,11,10,5,female_Crdd
69,female,0.039922765286096305,0.001722483300010674,0.01155332759087629,0.22268805136806172,5670,Crdd,0,50,65,11,10,5,female_Crdd
70,female,0.06155500591853894,0.003380659414150645,0.016443214659671735,0.30285628211981436,5104,Crdd,0,50,70,15,17,5,female_Crdd
71,female,0.06155500591853894,0.003380659414150645,0.016443214659671735,0.30285628211981436,5104,Crdd,0,50,70,15,17,5,female_Crdd
72,female,0.06155500591853894,0.003380659414150645,0.016443214659671735,0.30285628211981436,5104,Crdd,0,50,70,15,17,5,female_Crdd
73,female,0.06155500591853894,0.003380659414150645,0.016443214659671735,0.30285628211981436,5104,Crdd,0,50,70,15,17,5,female_Crdd
74,female,0.06155500591853894,0.003380659414150645,0.016443214659671735,0.30285628211981436,5104,Crdd,0,50,70,15,17,5,female_Crdd
75,female,0.08818852680473666,0.007224174624107843,0.023365776983714243,0.3894944687966158,3792,Crdd,0,50,75,19,27,5,female_Crdd
76,female,0.08818852680473666,0.007224174624107843,0.023365776983714243,0.3894944687966158,3792,Crdd,0,50,75,19,27,5,female_Crdd
77,female,0.08818852680473666,0.007224174624107843,0.023365776983714243,0.3894944687966158,3792,Crdd,0,50,75,19,27,5,female_Crdd
78,female,0.08818852680473666,0.007224174624107843,0.023365776983714243,0.3894944687966158,3792,Crdd,0,50,75,19,27,5,female_Crdd
79,female,0.08818852680473666,0.007224174624107843,0.023365776983714243,0.3894944687966158,3792,Crdd,0,50,75,19,27,5,female_Crdd
80,female,0.12027217205337261,0.015905658522930882,0.030380318020450322,0.4505308283132703,2983,Crdd,0,20,80,9,47,5,female_Crdd
81,female,0.12027217205337261,0.015905658522930882,0.030380318020450322,0.4505308283132703,2983,Crdd,0,20,80,9,47,5,female_Crdd
82,female,0.12027217205337261,0.015905658522930882,0.030380318020450322,0.4505308283132703,2983,Crdd,0,20,80,9,47,5,female_Crdd
83,female,0.12027217205337261,0.015905658522930882,0.030380318020450322,0.4505308283132703,2983,Crdd,0,20,80,9,47,5,female_Crdd
84,female,0.12027217205337261,0.015905658522930882,0.030380318020450322,0.4505308283132703,2983,Crdd,0,20,80,9,47,5,female_Crdd
85,female,0.15184220653734026,0.03603607428245521,0.03698063283178308,0.4835555797657379,2001,Crdd,0,20,85,10,71,5,female_Crdd
86,female,0.15184220653734026,0.03603607428245521,0.03698063283178308,0.4835555797657379,2001,Crdd,0,20,85,10,71,5,female_Crdd
87,female,0.15184220653734026,0.03603607428245521,0.03698063283178308,0.4835555797657379,2001,Crdd,0,20,85,10,71,5,female_Crdd
88,female,0.15184220653734026,0.03603607428245521,0.03698063283178308,0.4835555797657379,2001,Crdd,0,20,85,10,71,5,female_Crdd
89,female,0.15184220653734026,0.03603607428245521,0.03698063283178308,0.4835555797657379,2001,Crdd,0,20,85,10,71,5,female_Crdd
90,female,0.179348339160177,0.06307415734595784,0.04134837184654079,0.48588057198602735,1019,Crdd,0,10,90,5,62,5,female_Crdd
91,female,0.179348339160177,0.06307415734595784,0.04134837184654079,0.48588057198602735,1019,Crdd,0,10,90,5,62,5,female_Crdd
92,female,0.179348339160177,0.06307415734595784,0.04134837184654079,0.48588057198602735,1019,Crdd,0,10,90,5,62,5,female_Crdd
93,female,0.179348339160177,0.06307415734595784,0.04134837184654079,0.48588057198602735,1019,Crdd,0,10,90,5,62,5,female_Crdd
94,female,0.179348339160177,0.06307415734595784,0.04134837184654079,0.48588057198602735,1019,Crdd,0,10,90,5,62,5,female_Crdd
95,female,0.21136245893403968,0.11415584234399716,0.044550003004614126,0.45305378582369915,275,Crdd,0,10,95,5,30,6,female_Crdd
96,female,0.21136245893403968,0.11415584234399716,0.044550003004614126,0.45305378582369915,275,Crdd,0,10,95,5,30,6,female_Crdd
97,female,0.21136245893403968,0.11415584234399716,0.044550003004614126,0.45305378582369915,275,Crdd,0,10,95,5,30,6,female_Crdd
98,female,0.21136245893403968,0.11415584234399716,0.044550003004614126,0.45305378582369915,275,Crdd,0,10,95,5,30,6,female_Crdd
99,female,0.21136245893403968,0.11415584234399716,0.044550003004614126,0.45305378582369915,275,Crdd,0,10,95,5,30,6,female_Crdd
100,female,0.21136245893403968,0.11415584234399716,0.044550003004614126,0.45305378582369915,275,Crdd,0,10,95,5,30,6,female_Crdd
