age,sex,inc,mort,ylds..years.lived.with.disability._rate_otri,prev,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease
45,female,4.7712450261790877e-4,4.615601161240203e-7,1.4993859699172194e-4,0.0029906123558222203,7531,Otri,0,50,45,0,0,5,female_Otri
46,female,4.7712450261790877e-4,4.615601161240203e-7,1.4993859699172194e-4,0.0029906123558222203,7531,Otri,0,50,45,0,0,5,female_Otri
47,female,4.7712450261790877e-4,4.615601161240203e-7,1.4993859699172194e-4,0.0029906123558222203,7531,Otri,0,50,45,0,0,5,female_Otri
48,female,4.7712450261790877e-4,4.615601161240203e-7,1.4993859699172194e-4,0.0029906123558222203,7531,Otri,0,50,45,0,0,5,female_Otri
49,female,4.7712450261790877e-4,4.615601161240203e-7,1.4993859699172194e-4,0.0029906123558222203,7531,Otri,0,50,45,0,0,5,female_Otri
50,female,3.933660390250192e-4,4.013295740287991e-7,1.597396036533454e-4,0.0032181070985078464,7629,Otri,0,50,50,0,0,5,female_Otri
51,female,3.933660390250192e-4,4.013295740287991e-7,1.597396036533454e-4,0.0032181070985078464,7629,Otri,0,50,50,0,0,5,female_Otri
52,female,3.933660390250192e-4,4.013295740287991e-7,1.597396036533454e-4,0.0032181070985078464,7629,Otri,0,50,50,0,0,5,female_Otri
53,female,3.933660390250192e-4,4.013295740287991e-7,1.597396036533454e-4,0.0032181070985078464,7629,Otri,0,50,50,0,0,5,female_Otri
54,female,3.933660390250192e-4,4.013295740287991e-7,1.597396036533454e-4,0.0032181070985078464,7629,Otri,0,50,50,0,0,5,female_Otri
55,female,3.2383693792101286e-4,4.130273895521589e-7,1.6760057512574356e-4,0.003411715197773301,6580,Otri,0,50,55,0,0,5,female_Otri
56,female,3.2383693792101286e-4,4.130273895521589e-7,1.6760057512574356e-4,0.003411715197773301,6580,Otri,0,50,55,0,0,5,female_Otri
57,female,3.2383693792101286e-4,4.130273895521589e-7,1.6760057512574356e-4,0.003411715197773301,6580,Otri,0,50,55,0,0,5,female_Otri
58,female,3.2383693792101286e-4,4.130273895521589e-7,1.6760057512574356e-4,0.003411715197773301,6580,Otri,0,50,55,0,0,5,female_Otri
59,female,3.2383693792101286e-4,4.130273895521589e-7,1.6760057512574356e-4,0.003411715197773301,6580,Otri,0,50,55,0,0,5,female_Otri
60,female,2.7627694164201956e-4,2.3777567950754092e-7,1.723917861106535e-4,0.003569475728540513,5725,Otri,0,50,60,0,0,5,female_Otri
61,female,2.7627694164201956e-4,2.3777567950754092e-7,1.723917861106535e-4,0.003569475728540513,5725,Otri,0,50,60,0,0,5,female_Otri
62,female,2.7627694164201956e-4,2.3777567950754092e-7,1.723917861106535e-4,0.003569475728540513,5725,Otri,0,50,60,0,0,5,female_Otri
63,female,2.7627694164201956e-4,2.3777567950754092e-7,1.723917861106535e-4,0.003569475728540513,5725,Otri,0,50,60,0,0,5,female_Otri
64,female,2.7627694164201956e-4,2.3777567950754092e-7,1.723917861106535e-4,0.003569475728540513,5725,Otri,0,50,60,0,0,5,female_Otri
65,female,2.5951460746761015e-4,2.3190943530838752e-7,1.7569389393204507e-4,0.00370195676474568,5670,Otri,0,50,65,0,0,5,female_Otri
66,female,2.5951460746761015e-4,2.3190943530838752e-7,1.7569389393204507e-4,0.00370195676474568,5670,Otri,0,50,65,0,0,5,female_Otri
67,female,2.5951460746761015e-4,2.3190943530838752e-7,1.7569389393204507e-4,0.00370195676474568,5670,Otri,0,50,65,0,0,5,female_Otri
68,female,2.5951460746761015e-4,2.3190943530838752e-7,1.7569389393204507e-4,0.00370195676474568,5670,Otri,0,50,65,0,0,5,female_Otri
69,female,2.5951460746761015e-4,2.3190943530838752e-7,1.7569389393204507e-4,0.00370195676474568,5670,Otri,0,50,65,0,0,5,female_Otri
70,female,2.685154422365626e-4,1.3997957784179912e-7,1.7866162588442539e-4,0.003859913966356727,5104,Otri,0,50,70,0,0,5,female_Otri
71,female,2.685154422365626e-4,1.3997957784179912e-7,1.7866162588442539e-4,0.003859913966356727,5104,Otri,0,50,70,0,0,5,female_Otri
72,female,2.685154422365626e-4,1.3997957784179912e-7,1.7866162588442539e-4,0.003859913966356727,5104,Otri,0,50,70,0,0,5,female_Otri
73,female,2.685154422365626e-4,1.3997957784179912e-7,1.7866162588442539e-4,0.003859913966356727,5104,Otri,0,50,70,0,0,5,female_Otri
74,female,2.685154422365626e-4,1.3997957784179912e-7,1.7866162588442539e-4,0.003859913966356727,5104,Otri,0,50,70,0,0,5,female_Otri
75,female,3.4694427523409595e-4,2.2584085969086793e-7,1.8149572805503393e-4,0.0040394797461696845,3792,Otri,0,50,75,0,0,5,female_Otri
76,female,3.4694427523409595e-4,2.2584085969086793e-7,1.8149572805503393e-4,0.0040394797461696845,3792,Otri,0,50,75,0,0,5,female_Otri
77,female,3.4694427523409595e-4,2.2584085969086793e-7,1.8149572805503393e-4,0.0040394797461696845,3792,Otri,0,50,75,0,0,5,female_Otri
78,female,3.4694427523409595e-4,2.2584085969086793e-7,1.8149572805503393e-4,0.0040394797461696845,3792,Otri,0,50,75,0,0,5,female_Otri
79,female,3.4694427523409595e-4,2.2584085969086793e-7,1.8149572805503393e-4,0.0040394797461696845,3792,Otri,0,50,75,0,0,5,female_Otri
80,female,4.8560743714009234e-4,2.7060453397918087e-7,1.834987338215151e-4,0.004251244893051415,2983,Otri,0,20,80,0,0,5,female_Otri
81,female,4.8560743714009234e-4,2.7060453397918087e-7,1.834987338215151e-4,0.004251244893051415,2983,Otri,0,20,80,0,0,5,female_Otri
82,female,4.8560743714009234e-4,2.7060453397918087e-7,1.834987338215151e-4,0.004251244893051415,2983,Otri,0,20,80,0,0,5,female_Otri
83,female,4.8560743714009234e-4,2.7060453397918087e-7,1.834987338215151e-4,0.004251244893051415,2983,Otri,0,20,80,0,0,5,female_Otri
84,female,4.8560743714009234e-4,2.7060453397918087e-7,1.834987338215151e-4,0.004251244893051415,2983,Otri,0,20,80,0,0,5,female_Otri
85,female,5.972107958128201e-4,4.48041058049103e-7,1.8259886545330683e-4,0.004480325976066931,2001,Otri,0,20,85,0,0,5,female_Otri
86,female,5.972107958128201e-4,4.48041058049103e-7,1.8259886545330683e-4,0.004480325976066931,2001,Otri,0,20,85,0,0,5,female_Otri
87,female,5.972107958128201e-4,4.48041058049103e-7,1.8259886545330683e-4,0.004480325976066931,2001,Otri,0,20,85,0,0,5,female_Otri
88,female,5.972107958128201e-4,4.48041058049103e-7,1.8259886545330683e-4,0.004480325976066931,2001,Otri,0,20,85,0,0,5,female_Otri
89,female,5.972107958128201e-4,4.48041058049103e-7,1.8259886545330683e-4,0.004480325976066931,2001,Otri,0,20,85,0,0,5,female_Otri
90,female,7.885001516516756e-4,8.621344361132405e-7,1.8873204781689223e-4,0.0047984014968354485,1019,Otri,0,10,90,0,0,5,female_Otri
91,female,7.885001516516756e-4,8.621344361132405e-7,1.8873204781689223e-4,0.0047984014968354485,1019,Otri,0,10,90,0,0,5,female_Otri
92,female,7.885001516516756e-4,8.621344361132405e-7,1.8873204781689223e-4,0.0047984014968354485,1019,Otri,0,10,90,0,0,5,female_Otri
93,female,7.885001516516756e-4,8.621344361132405e-7,1.8873204781689223e-4,0.0047984014968354485,1019,Otri,0,10,90,0,0,5,female_Otri
94,female,7.885001516516756e-4,8.621344361132405e-7,1.8873204781689223e-4,0.0047984014968354485,1019,Otri,0,10,90,0,0,5,female_Otri
95,female,0.0010571255054320841,2.533345587273022e-6,2.087486746334636e-4,0.005317384812976844,275,Otri,0,10,95,0,0,6,female_Otri
96,female,0.0010571255054320841,2.533345587273022e-6,2.087486746334636e-4,0.005317384812976844,275,Otri,0,10,95,0,0,6,female_Otri
97,female,0.0010571255054320841,2.533345587273022e-6,2.087486746334636e-4,0.005317384812976844,275,Otri,0,10,95,0,0,6,female_Otri
98,female,0.0010571255054320841,2.533345587273022e-6,2.087486746334636e-4,0.005317384812976844,275,Otri,0,10,95,0,0,6,female_Otri
99,female,0.0010571255054320841,2.533345587273022e-6,2.087486746334636e-4,0.005317384812976844,275,Otri,0,10,95,0,0,6,female_Otri
100,female,0.0010571255054320841,2.533345587273022e-6,2.087486746334636e-4,0.005317384812976844,275,Otri,0,10,95,0,0,6,female_Otri
