sex,age_cat,dem_index,scen_pif_pa_ac,scen_pif_pa_ap_noise_no2_ihd,scen_pif_pa_neo,scen_pif_pa_ap_lc,scen_pif_ap_copd,scen_pif_pa_ap_stroke,scen_pif_pa_t2d,scen_pif_ap_lri,scen_pif_pa_breast,scen_pif_pa_colon,scen_pif_pa_endo,scen_car/taxi_Fatal,scen_car/taxi_Serious,scen_cyclist_Fatal,scen_cyclist_Serious,scen_motorcycle_Fatal,scen_motorcycle_Serious,scen_pedestrian_Fatal,scen_pedestrian_Serious
male,85-89,15,0.0015925381887335233,0.001546523553775217,7.26266018815106e-4,0.0010118786646704427,1.9486479391035838e-4,0.0018797898982452386,0.00148544733251354,2.822653783516844e-4,3.073878365695295e-4,6.723459465486523e-4,8.134786500045117e-4,0.04482970978251524,0.553263937680918,0.022991609240943976,0.31450638649845797,1.34781075189494e-13,1.34781075189494e-13,0.005956306882865577,0.08007767139658567
male,90-94,16,0.0015309460762951532,0.001419230107897395,6.793551267327147e-4,0.0010041367683021633,2.0177945944462345e-4,0.0017107007892998229,0.0013433841766566227,2.924174454401958e-4,2.6199790713660415e-4,6.021804881240819e-4,7.668397828854693e-4,0.02529154888398905,0.3085906866537669,0.008299151104766502,0.11235997450544215,NaN,NaN,0.0034517074594685405,0.04594926018291082
male,95-120,17,0.001325773522853333,0.0012753010297362909,5.748886470573059e-4,9.093309729414486e-4,2.1774110182803683e-4,0.0015219386742982184,0.00115905630471807,3.1500229739406645e-4,2.1786878278103495e-4,5.111944088771983e-4,6.500376322104308e-4,0.004860150770287957,0.05857734068457082,0.08855455875481703,1.185549500425615,NaN,NaN,1.199040866595169e-13,1.199040866595169e-13
female,16-19,18,0.0019570291517906502,0.00182601543638173,9.094962715812669e-4,0.0010421477711900766,1.6903730084707807e-4,0.0023462931861959074,0.0022200084931123486,2.4525279197391804e-4,4.694464466278721e-4,9.270635209934735e-4,0.001045832557103848,0.6992019477225597,8.529688108819274,0.09800300874029846,1.3266229780501113,1.34781075189494e-13,1.34781075189494e-13,0.25803405560797976,3.434430149393136
female,20-24,19,0.0019123999574106806,0.0018275140781095556,8.973687808011681e-4,0.0010199944802890663,1.682387421738135e-4,0.002391757453253391,0.0021750724753996824,2.4423866040864495e-4,4.712123721393141e-4,9.238377382311321e-4,0.001028758802135874,0.8073183152069766,10.017087010234697,0.1873371271424202,2.5749780061825818,1.34781075189494e-13,1.34781075189494e-13,0.23653347818568565,3.1946682868126413
female,25-29,20,0.0024422586688668583,0.002461473798802735,0.001170814084199743,0.0012091767948144885,1.420417940512825e-4,0.0032149499056657598,0.002883876013502909,2.0679617754083528e-4,6.433234966023324e-4,0.00123191553622606,0.0013419026099703096,0.8670848797788157,10.945317809787479,0.08778413870028981,1.2251638160706457,0.016046169258230703,0.20838316246704727,0.16861674104265884,2.310838070497259
female,30-34,21,0.002509767807993853,0.00247004654496157,0.0011825963925724823,0.0012334312622529577,1.3245429954444998e-4,0.0031918033993712605,0.0028727259197871588,1.92878502517875e-4,6.261260900915448e-4,0.0012213562564968902,0.0013570441707173764,0.8034089669277716,10.287346106297544,0.09268502942208581,1.3098120800605417,1.34781075189494e-13,1.34781075189494e-13,0.15255221318278178,2.1157470260017877
female,35-39,22,0.0028146630717820723,0.0027468805626571437,0.0013406229234125936,0.0013587485934875283,1.130049136376436e-4,0.003546960507516253,0.0032198397732260426,1.6454714420408354e-4,7.149611819199878e-4,0.001387402891767791,0.0015358128124337218,0.6061187000305865,7.841144441005821,0.11681746736232698,1.66555402863998,1.34781075189494e-13,1.34781075189494e-13,0.10173704937574958,1.4229804641293966
female,40-44,23,0.003100342611637081,0.0030432662755601643,0.0014783963296217137,0.001472056761347867,1.0065958965505356e-4,0.003982398958998868,0.0035353352050465615,1.4689129641105573e-4,7.89906495390899e-4,0.0015328034332277194,0.001688700074923202,0.6410949538778965,8.34047286699785,0.0487331768035719,0.6981926708825105,0.025676180050967404,0.3426033280250385,0.08373751920435324,1.1766356251247854
female,45-49,24,0.003167698124551753,0.003150417502202511,0.0015283810117037758,0.0014906586003855652,8.951324943721862e-5,0.004138980582522773,0.0036778632239071853,1.3062145109272975e-4,8.357545609133256e-4,0.0016051259584514445,0.0017343107782092158,0.5172359286521022,6.74257302321997,0.03038890611551016,0.4361225000856941,0.00402823532862755,0.0538455423462679,0.07450257203131372,1.0485794705813893
female,50-54,25,0.0019799318709551946,0.00192771649193805,9.022193633167671e-4,0.0011075763872518067,1.7749482749318838e-4,0.0024053952344390657,0.0020158546154418803,2.5860004617521865e-4,4.240277585019528e-4,8.754153813755471e-4,0.0010286185958032206,0.3266992597665066,4.257333891828247,0.013378054452622846,0.1919377575955737,0.010208162674858886,0.13641158464872635,0.04507822398368471,0.6342738419245475
female,55-59,26,0.0024003601796151403,0.0023136089066571144,0.0011063459286626796,0.001296573594390964,1.7097386107817078e-4,0.0029066451797583907,0.0024745383873696915,2.4888343147671057e-4,5.321249004884254e-4,0.0010832712200886136,0.0012670299097286989,0.25106304937739377,3.267000444341518,0.011313961706681,0.16212470957890823,0.018723576930807978,0.24988338985803565,0.03197653145373766,0.44940022551203623
female,60-64,27,0.0016580956540337695,0.0016324456042640858,7.677444686882379e-4,9.640599343250103e-4,1.8614617112562367e-4,0.0020516724478839743,0.001731866090149964,2.7083354094799793e-4,3.756229959320161e-4,7.583051186863884e-4,8.780879293377919e-4,0.25028552790215053,3.251660481509501,0.007449965869505417,0.10660851932948216,0.009504124376373843,0.12665996549768777,0.037044788885340824,0.5199480880232907
female,65-69,28,0.0013782112901627272,0.0013566593584069407,6.246866063956887e-4,9.013521304460856e-4,2.1578377742955242e-4,0.0016631887350054126,0.0013316252499260789,3.1368445028369645e-4,2.7956776182829683e-4,5.901539851761892e-4,7.141427481880971e-4,0.18210295218068773,2.3608576982733824,0.003592582614830973,0.05131661708495504,0.002429169556777628,0.03231224363114968,0.028599763538846877,0.400724110764741
female,70-74,29,0.0010881189824005573,0.0010960820012458807,4.891869457711111e-4,7.853386956330343e-4,2.2903599127062276e-4,0.0013430829602349443,0.001022333248390713,3.325745609555841e-4,2.1062571173569475e-4,4.557498511488344e-4,5.543886486885927e-4,0.12679135201840583,1.638392044462751,0.010627368487366047,0.15137416789255162,1.34781075189494e-13,1.34781075189494e-13,0.01986759604658476,0.27762582182759565
female,75-79,30,6.419409121728685e-4,6.532476689907444e-4,2.900569209981462e-4,6.019970808767315e-4,2.4331810650887205e-4,7.824027014366686e-4,5.808786060014421e-4,3.528171332854735e-4,1.1845980044757552e-4,2.6184051654261917e-4,3.2981617718700826e-4,0.11378283287191951,1.4627614465524328,0.0042247489560262984,0.0599101423197398,1.34781075189494e-13,1.34781075189494e-13,0.015460651574718438,0.21513171404282858
female,80-84,31,5.797091653961603e-4,6.141356651391346e-4,2.5522654187414115e-4,5.870981412527706e-4,2.5062724834802076e-4,7.468294108774897e-4,4.931473550729116e-4,3.6299129499652694e-4,9.555717805887549e-5,2.2527058034145967e-4,2.8378900162063625e-4,0.07726967427180009,0.9859275451147896,0.014828520858800646,0.20891296253257538,NaN,NaN,0.009342151171552461,0.12918761741612644
female,85-89,32,6.72129735350841e-4,7.166739505615283e-4,2.967696301223575e-4,6.394786516010189e-4,2.5227715340701644e-4,8.762822820008075e-4,5.709082196724085e-4,3.6513970187674596e-4,1.1150764662635897e-4,2.6496387330142765e-4,3.228645875054322e-4,0.04428028211253314,0.559626520897557,0.0033990706007870014,0.04748940902771224,0.001099620973582939,0.014295720250554863,0.007627294549014318,0.10463507532695146
female,90-94,33,5.704879645482265e-4,6.186325495784441e-4,2.445109363374938e-4,5.999305270180397e-4,2.589134549914462e-4,7.629154379693487e-4,4.5284694072512277e-4,3.7497113576352074e-4,8.176790292094552e-5,2.102959439301846e-4,2.633915814202385e-4,0.02768336839401806,0.3460336531218583,5.07485689954719e-4,0.007021475939938478,NaN,NaN,0.002269013704409379,0.030838980202346766
female,95-120,34,9.189760139536003e-4,9.015243684690634e-4,3.849652189182055e-4,7.538374859685678e-4,2.4091397256819795e-4,0.0011180996317226193,7.213943737106259e-4,3.4843070188007906e-4,1.2239877173918302e-4,3.224780884355577e-4,4.238909258321208e-4,0.007282550361360314,0.08995394263300534,0.0056305571404689355,0.07708044362004157,NaN,NaN,0.002225786172782575,0.029945815059953036
